,danceable_ML,not_danceable_ML,female,male,voice,instrumental,tonal,atonal,spectral_complexity.mean
1253,0.9997702,0.0002638759,0.074751444,0.92521906,0.9895219,0.012382101,0.9995848,0.0056331824,15.346481323242188
1254,1.0,3.3205444e-07,0.06606724,0.93545675,0.8788106,0.10968797,0.9999812,6.242127e-05,11.753287315368652
1255,0.9894456,0.007052903,0.2770517,0.72434586,0.96931547,0.024057887,0.9998781,0.0005486279,11.348028182983398
1256,0.99999607,1.0990453e-05,0.18593283,0.82008994,0.9865038,0.021011632,0.99933165,0.004262581,13.70456314086914
1257,0.99998355,2.6830952e-05,0.16956636,0.8292437,0.99469125,0.0072347615,0.98880345,0.0691695,6.449342727661133
1258,1.0,5.818807e-08,0.07370399,0.9269217,0.9624408,0.06072853,0.9999702,0.00016847413,15.958236694335938
1259,0.8463424,0.15517744,0.7003977,0.30164185,0.84208816,0.1490435,0.9394581,0.14994688,11.375096321105955
1260,0.9989269,0.001875526,0.34706083,0.65299904,0.5556114,0.39953247,0.99915606,0.002964597,8.139984130859375
1261,0.71176416,0.25928473,0.17534728,0.8260871,0.98129714,0.021295039,0.976981,0.05374209,11.348801612854004
1262,0.99733967,0.002326987,0.32012248,0.6804024,0.7012486,0.27029923,0.99952245,0.0018947313,8.750967025756836
1263,0.9999237,6.6420485e-05,0.13470349,0.86696213,0.77703565,0.21759942,0.9718057,0.33484983,10.389018058776855
1264,0.99999416,1.2085929e-05,0.30440828,0.6959825,0.44422743,0.52893317,0.969213,0.09690626,10.971384048461914
1265,0.37169448,0.60128415,0.056829326,0.9428989,0.9910161,0.0066253683,0.99167013,0.032958,11.647332191467283
1266,0.99999857,4.3130844e-06,0.16103058,0.83949083,0.9082504,0.067342184,0.9996407,0.0010668632,10.250579833984377
1267,0.951389,0.036741875,0.41226283,0.587947,0.6762482,0.26964173,0.9986829,0.005679234,12.661252975463867
1268,0.97184783,0.026632158,0.541047,0.4610684,0.8923475,0.08178463,0.99982876,0.00076502515,12.625677108764648
1269,0.99996835,6.420665e-05,0.16035736,0.8403819,0.98688227,0.017283784,0.99986225,0.0011986981,10.375869750976562
1270,1.0,6.534142e-07,0.15858872,0.8417404,0.9144237,0.096571065,0.99743766,0.018596258,7.383604049682617
1271,0.9980057,0.0010592667,0.81771755,0.18483084,0.9150703,0.06349615,0.85113186,0.20243312,13.662026405334473
1272,0.9999995,3.9258425e-06,0.2333783,0.76626855,0.8992851,0.0825099,0.9864694,0.06741414,8.229698181152344
1273,0.9978123,0.0008442674,0.29035217,0.71077836,0.7247636,0.23724468,0.9592003,0.041136175,11.665120124816896
1274,0.6355259,0.3496867,0.6298802,0.37286496,0.2098005,0.77667844,0.9860924,0.03888334,10.228924751281738
1275,0.999989,0.000100549565,0.3062044,0.69560295,0.97952855,0.021615261,0.99988544,0.0004112296,15.51662826538086
1276,1.0,1.9070245e-07,0.055439938,0.94484633,0.96753234,0.04168446,0.99988747,0.0009263391,16.59164810180664
1277,0.9979059,0.002302411,0.24427931,0.7558742,0.75549215,0.2071333,0.9735106,0.041749522,10.487238883972168
1278,0.99999094,0.00015866027,0.1427652,0.85769063,0.9069236,0.071631566,0.9998784,0.0010758997,10.460169792175291
1279,0.9990947,0.0013913483,0.24586913,0.75606,0.9650465,0.030944021,0.9543445,0.18696709,11.156999588012695
1280,0.78982556,0.19329026,0.3249128,0.67480016,0.9869141,0.012228602,0.95168066,0.30103627,6.264501094818115
1281,1.0,5.153034e-06,0.09645351,0.90377086,0.9986032,0.0025907243,0.9999739,0.0003757768,9.500386238098145
1282,0.99990004,8.288098e-05,0.7001526,0.30450562,0.99516755,0.005389121,0.95459765,0.06252955,14.130703926086426
1283,0.99999887,2.6157898e-06,0.2168633,0.7852273,0.9189384,0.07704715,0.9577953,0.30265287,9.929620742797852
1284,0.99892277,0.00053697807,0.026845781,0.9732396,0.9998794,0.00037578744,0.99999505,0.00023385986,14.664346694946287
1285,0.9948654,0.00725136,0.27126887,0.7299153,0.90392727,0.08653255,0.999876,0.00047269335,12.79582405090332
1286,0.9999683,6.039046e-05,0.1949632,0.8054878,0.92502403,0.07268485,0.98320127,0.07209757,11.771848678588867
1287,0.9986386,0.00070325314,0.16155943,0.83930576,0.9346661,0.06897583,0.9947547,0.051955387,13.116009712219238
1288,0.9995843,0.0006529726,0.26306444,0.73749846,0.587004,0.36319816,0.75975245,0.31186286,13.42536735534668
1289,1.0,2.4143264e-07,0.09889992,0.90133655,0.9999375,0.00035378337,0.9999988,6.892879e-05,11.180974006652832
1290,0.9999997,1.223278e-06,0.27021226,0.7325195,0.94083416,0.056417555,0.99632984,0.020362461,11.668987274169922
1291,0.9995056,0.00076039246,0.2077545,0.79332846,0.9266252,0.0673027,0.9987806,0.013982415,8.965970993041992
1292,0.9999999,4.2523732e-07,0.012314739,0.9874152,0.9921972,0.017206104,0.99969083,0.006586475,10.846867561340332
1293,0.99998844,8.177537e-06,0.113972515,0.8874013,0.99820036,0.0062770247,0.9999667,0.0005552193,13.607888221740724
1294,0.9998992,0.00013722514,0.16288453,0.838158,0.9231509,0.07698173,0.9999767,0.00016226053,14.723124504089355
1295,0.865832,0.09204771,0.23398976,0.7667861,0.9668283,0.031865142,0.86245906,0.3359226,16.20185661315918
1296,0.999998,3.7259226e-06,0.12124234,0.88145053,0.8939237,0.09664398,0.99782974,0.057938244,11.48027801513672
1297,0.99723506,0.0029216032,0.7743918,0.22707538,0.8866476,0.08224779,0.49322835,0.63005036,9.771075248718262
1298,0.9999423,8.263066e-05,0.065251686,0.9347792,0.99989307,0.00028125284,0.99921185,0.009859115,11.697602272033691
1299,0.98335254,0.012762746,0.14082038,0.8596371,0.9278506,0.0677464,0.99764585,0.008608637,12.318638801574709
1300,0.776066,0.26557055,0.40893388,0.5907475,0.17837009,0.78540266,0.9925512,0.016821045,7.042536735534668
1301,0.9999966,5.665558e-06,0.3184312,0.6805272,0.7687834,0.21515329,0.99997157,0.00047462442,10.977571487426758
1302,0.9999833,2.2706827e-05,0.029898202,0.9699413,0.98963046,0.011177567,0.99928296,0.015208336,9.822118759155272
